gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,prop.sig.genes,stressor
LOC111134572,GO:0003777,microtubule motor activity,76,12,4.23,0.02437,Molecular Functions,0.157894736842105,ALL
LOC111134572,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111134572,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111134572,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111134594,GO:0042393,histone binding,71,9,3.95,0.0106,Molecular Functions,0.126760563380282,ALL
LOC111134614,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111134622,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111134658,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111134696,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111134707,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111134732,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111134732,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111134797,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111134803,GO:0003682,chromatin binding,141,15,7.84,0.00997,Molecular Functions,0.106382978723404,ALL
LOC111134830,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111134873,GO:0031625,ubiquitin protein ligase binding,35,5,1.95,0.04279,Molecular Functions,0.142857142857143,ALL
LOC111134888,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111134888,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",31,6,1.72,0.00648,Molecular Functions,0.193548387096774,ALL
LOC111134888,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111134888,GO:0045505,dynein intermediate chain binding,63,8,3.5,0.0229,Molecular Functions,0.126984126984127,ALL
LOC111134888,GO:0051959,dynein light intermediate chain binding,37,8,2.06,0.00081,Molecular Functions,0.216216216216216,ALL
LOC111134891,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111134929,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111134929,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111135006,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111135077,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111135190,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111135245,GO:0003810,protein-glutamine gamma-glutamyltransferase activity,5,2,0.28,0.02761,Molecular Functions,0.4,ALL
LOC111135299,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111135299,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111135299,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111135301,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111135301,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111135301,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111135305,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111135311,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111135311,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111135361,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111135408,GO:0019905,syntaxin binding,39,6,2.17,0.01973,Molecular Functions,0.153846153846154,ALL
LOC111135493,GO:0004508,steroid 17-alpha-monooxygenase activity,6,2,0.33,0.0399,Molecular Functions,0.333333333333333,ALL
LOC111135493,GO:0047442,17-alpha-hydroxyprogesterone aldolase activity,6,2,0.33,0.0399,Molecular Functions,0.333333333333333,ALL
LOC111135507,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111135514,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111135618,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111135697,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111135739,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111135789,GO:0003682,chromatin binding,141,15,7.84,0.00997,Molecular Functions,0.106382978723404,ALL
LOC111135789,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111135802,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111135828,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",23,6,1.28,0.0013,Molecular Functions,0.260869565217391,ALL
LOC111135845,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111135849,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111135849,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111135863,GO:0003810,protein-glutamine gamma-glutamyltransferase activity,5,2,0.28,0.02761,Molecular Functions,0.4,ALL
LOC111135863,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111135863,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111135941,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111135946,GO:0051537,"2 iron, 2 sulfur cluster binding",28,5,1.56,0.01779,Molecular Functions,0.178571428571429,ALL
LOC111136057,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111136118,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111136148,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111136148,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111136148,GO:0042393,histone binding,71,9,3.95,0.0106,Molecular Functions,0.126760563380282,ALL
LOC111136156,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111136245,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111136247,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111136247,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111136273,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111136301,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,26,5,1.45,0.01305,Molecular Functions,0.192307692307692,ALL
LOC111136391,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111136483,GO:0051537,"2 iron, 2 sulfur cluster binding",28,5,1.56,0.01779,Molecular Functions,0.178571428571429,ALL
LOC111136557,GO:0010181,FMN binding,14,5,0.78,0.00069,Molecular Functions,0.357142857142857,ALL
LOC111136560,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111136560,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111136560,GO:0051082,unfolded protein binding,66,16,3.67,4.6e-07,Molecular Functions,0.242424242424242,ALL
LOC111136574,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111136611,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111136611,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111136624,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111136624,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111136641,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111136762,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111136911,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111136911,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111136921,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111136960,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111136988,GO:0030234,enzyme regulator activity,566,33,31.47,0.04921,Molecular Functions,0.0583038869257951,ALL
LOC111136994,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111137010,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111137010,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111137032,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111137068,GO:0045504,dynein heavy chain binding,15,3,0.83,0.04727,Molecular Functions,0.2,ALL
LOC111137076,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111137076,GO:0003743,translation initiation factor activity,48,10,2.67,0.00026,Molecular Functions,0.208333333333333,ALL
LOC111137089,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111137089,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111137218,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111137218,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111137270,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111137295,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111137486,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111137486,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111137567,GO:0004508,steroid 17-alpha-monooxygenase activity,6,2,0.33,0.0399,Molecular Functions,0.333333333333333,ALL
LOC111137567,GO:0047442,17-alpha-hydroxyprogesterone aldolase activity,6,2,0.33,0.0399,Molecular Functions,0.333333333333333,ALL
LOC111137582,GO:0046403,polynucleotide 3'-phosphatase activity,3,2,0.17,0.00893,Molecular Functions,0.666666666666667,ALL
LOC111137582,GO:0046404,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity,3,2,0.17,0.00893,Molecular Functions,0.666666666666667,ALL
LOC111137679,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111137702,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111137725,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111137886,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111137950,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111137950,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111138107,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111138166,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111138235,GO:0003730,mRNA 3'-UTR binding,18,4,1,0.01556,Molecular Functions,0.222222222222222,ALL
LOC111138235,GO:0008143,poly(A) binding,6,3,0.33,0.00302,Molecular Functions,0.5,ALL
LOC111138235,GO:0008266,poly(U) RNA binding,3,2,0.17,0.00893,Molecular Functions,0.666666666666667,ALL
LOC111138319,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111138319,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111138319,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111138321,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111138334,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111138334,GO:0031267,small GTPase binding,75,9,4.17,0.02292,Molecular Functions,0.12,ALL
LOC111138341,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111099063,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111100129,GO:0006412,translation,636,33,8.82,0.00291,Biological Processes,0.0518867924528302,CA
LOC111100257,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111100257,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111100268,GO:1902600,proton transmembrane transport,89,5,1.23,0.0079,Biological Processes,0.0561797752808989,CA
LOC111100630,GO:0006883,cellular sodium ion homeostasis,5,2,0.07,0.00186,Biological Processes,0.4,CA
LOC111100630,GO:0030007,cellular potassium ion homeostasis,5,2,0.07,0.00186,Biological Processes,0.4,CA
LOC111100630,GO:0036376,sodium ion export across plasma membrane,5,2,0.07,0.00186,Biological Processes,0.4,CA
LOC111100630,GO:1990573,potassium ion import across plasma membrane,16,2,0.22,0.02019,Biological Processes,0.125,CA
LOC111100924,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111100924,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111100924,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111100979,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111100979,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111101074,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111101074,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111101074,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111101191,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111101191,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111101191,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111101543,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111101543,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111101543,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111101967,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111101967,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111101967,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111102426,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",16,2,0.22,0.02019,Biological Processes,0.125,CA
LOC111102426,GO:0006376,mRNA splice site selection,13,3,0.18,0.00068,Biological Processes,0.230769230769231,CA
LOC111103020,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111103020,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111103020,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111104490,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111104490,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111104490,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111105474,GO:0001707,mesoderm formation,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111105474,GO:0003007,heart morphogenesis,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111105845,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111105845,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111106790,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111106790,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111106790,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111107328,GO:0003341,cilium movement,51,3,0.71,0.03361,Biological Processes,0.0588235294117647,CA
LOC111107328,GO:0018094,protein polyglycylation,2,1,0.03,0.02753,Biological Processes,0.5,CA
LOC111107592,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111107592,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111107727,GO:0006003,"fructose 2,6-bisphosphate metabolic process",3,1,0.04,0.04101,Biological Processes,0.333333333333333,CA
LOC111107786,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111107786,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111107816,GO:0033211,adiponectin-activated signaling pathway,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111107935,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111107935,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111107935,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111108439,GO:0097374,sensory neuron axon guidance,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111108653,GO:0032486,Rap protein signal transduction,3,1,0.04,0.04101,Biological Processes,0.333333333333333,CA
LOC111108653,GO:0071320,cellular response to cAMP,2,1,0.03,0.02753,Biological Processes,0.5,CA
LOC111108653,GO:2000301,negative regulation of synaptic vesicle exocytosis,2,1,0.03,0.02753,Biological Processes,0.5,CA
LOC111110098,GO:0009051,"pentose-phosphate shunt, oxidative branch",3,1,0.04,0.04101,Biological Processes,0.333333333333333,CA
LOC111110307,GO:0006699,bile acid biosynthetic process,3,1,0.04,0.04101,Biological Processes,0.333333333333333,CA
LOC111110549,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111110549,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111110549,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111111679,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111111679,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111111679,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111112113,GO:0003341,cilium movement,51,3,0.71,0.03361,Biological Processes,0.0588235294117647,CA
LOC111114778,GO:0000028,ribosomal small subunit assembly,13,2,0.18,0.01349,Biological Processes,0.153846153846154,CA
LOC111114778,GO:0006412,translation,636,33,8.82,0.00291,Biological Processes,0.0518867924528302,CA
LOC111114829,GO:0001682,tRNA 5'-leader removal,12,2,0.17,0.01152,Biological Processes,0.166666666666667,CA
LOC111115225,GO:0007229,integrin-mediated signaling pathway,23,2,0.32,0.03997,Biological Processes,0.0869565217391304,CA
LOC111115225,GO:0033627,cell adhesion mediated by integrin,19,2,0.26,0.02801,Biological Processes,0.105263157894737,CA
LOC111116158,GO:0007229,integrin-mediated signaling pathway,23,2,0.32,0.03997,Biological Processes,0.0869565217391304,CA
LOC111116158,GO:0033627,cell adhesion mediated by integrin,19,2,0.26,0.02801,Biological Processes,0.105263157894737,CA
LOC111117740,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111117740,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111117740,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111117745,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111117745,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111117745,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111117748,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111117748,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111117748,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111117762,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111117762,GO:0017148,negative regulation of translation,250,20,3.47,2.9e-10,Biological Processes,0.08,CA
LOC111117762,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111118152,GO:1902600,proton transmembrane transport,89,5,1.23,0.0079,Biological Processes,0.0561797752808989,CA
LOC111118348,GO:0006412,translation,636,33,8.82,0.00291,Biological Processes,0.0518867924528302,CA
LOC111119190,GO:0033387,putrescine biosynthetic process from ornithine,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111120557,GO:0000028,ribosomal small subunit assembly,13,2,0.18,0.01349,Biological Processes,0.153846153846154,CA
LOC111120557,GO:0006412,translation,636,33,8.82,0.00291,Biological Processes,0.0518867924528302,CA
LOC111120648,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",16,2,0.22,0.02019,Biological Processes,0.125,CA
LOC111120994,GO:0006412,translation,636,33,8.82,0.00291,Biological Processes,0.0518867924528302,CA
LOC111121024,GO:0006556,S-adenosylmethionine biosynthetic process,3,1,0.04,0.04101,Biological Processes,0.333333333333333,CA
LOC111121105,GO:0006857,oligopeptide transport,2,1,0.03,0.02753,Biological Processes,0.5,CA
LOC111121134,GO:0051228,mitotic spindle disassembly,2,1,0.03,0.02753,Biological Processes,0.5,CA
LOC111121140,GO:0008298,intracellular mRNA localization,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111121745,GO:0006376,mRNA splice site selection,13,3,0.18,0.00068,Biological Processes,0.230769230769231,CA
LOC111121848,GO:0006412,translation,636,33,8.82,0.00291,Biological Processes,0.0518867924528302,CA
LOC111122550,GO:0015760,glucose-6-phosphate transport,3,1,0.04,0.04101,Biological Processes,0.333333333333333,CA
LOC111122730,GO:0009948,anterior/posterior axis specification,2,1,0.03,0.02753,Biological Processes,0.5,CA
LOC111123410,GO:0045727,positive regulation of translation,24,2,0.33,0.04322,Biological Processes,0.0833333333333333,CA
LOC111123806,GO:0045727,positive regulation of translation,24,2,0.33,0.04322,Biological Processes,0.0833333333333333,CA
LOC111124927,GO:0006883,cellular sodium ion homeostasis,5,2,0.07,0.00186,Biological Processes,0.4,CA
LOC111124927,GO:0030007,cellular potassium ion homeostasis,5,2,0.07,0.00186,Biological Processes,0.4,CA
LOC111124927,GO:0036376,sodium ion export across plasma membrane,5,2,0.07,0.00186,Biological Processes,0.4,CA
LOC111124927,GO:1902600,proton transmembrane transport,89,5,1.23,0.0079,Biological Processes,0.0561797752808989,CA
LOC111124927,GO:1990573,potassium ion import across plasma membrane,16,2,0.22,0.02019,Biological Processes,0.125,CA
LOC111125573,GO:0016925,protein sumoylation,18,2,0.25,0.02529,Biological Processes,0.111111111111111,CA
LOC111125575,GO:1902600,proton transmembrane transport,89,5,1.23,0.0079,Biological Processes,0.0561797752808989,CA
LOC111129313,GO:0006376,mRNA splice site selection,13,3,0.18,0.00068,Biological Processes,0.230769230769231,CA
LOC111129377,GO:0003341,cilium movement,51,3,0.71,0.03361,Biological Processes,0.0588235294117647,CA
LOC111129446,GO:0048013,ephrin receptor signaling pathway,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111129998,GO:0016925,protein sumoylation,18,2,0.25,0.02529,Biological Processes,0.111111111111111,CA
LOC111130239,GO:0032957,inositol trisphosphate metabolic process,1,1,0.01,0.01386,Biological Processes,1,CA
LOC111132778,GO:0001682,tRNA 5'-leader removal,12,2,0.17,0.01152,Biological Processes,0.166666666666667,CA
LOC111133277,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
LOC111133277,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,30,9.08,4.1e-09,Biological Processes,0.0458015267175573,CA
LOC111133291,GO:0000209,protein polyubiquitination,544,28,7.54,2e-09,Biological Processes,0.0514705882352941,CA
